Gene	cluster
POC1B-AS1	NA
ATP2B1	NA
ATP2B1-AS1	NA
LINC02822	cluster_4
EPYC	NA
LUM	cluster_13
DCN	cluster_13
LINC02823	NA
LINC01619	NA
BTG1	cluster_13
BTG1-DT	NA
PLEKHG7	NA
EEA1	NA
ENSG00000257252	NA
LINC02412	NA
NUDT4	NA
UBE2N	NA
MRPL42	NA
SOCS2-AS1	NA
SOCS2	NA
CRADD	NA
ENSG00000271382	NA
ENSG00000302422	NA
PLXNC1	cluster_19
ENSG00000287237	NA
ENSG00000258365	NA
CEP83	NA
CEP83-DT	NA
TMCC3	NA
NDUFA12	NA
NR2C1	NA
FGD6	cluster_13
VEZT	NA
ENSG00000289437	NA
ENSG00000289476	NA
METAP2	NA
USP44	cluster_19
PGAM1P5	NA
NTN4	cluster_13
SNRPF	cluster_15
CCDC38	NA
AMDHD1	NA
HAL	NA
LTA4H	NA
ENSG00000307169	NA
ELK3	NA
ENSG00000258177	NA
ENSG00000287454	NA
CDK17	NA
ENSG00000307952	NA
CFAP54	NA
NEDD1	NA
SLC9A7P1	NA
TMPO-AS1	NA
TMPO	cluster_15
SLC25A3	NA
IKBIP	NA
APAF1	NA
ANKS1B	cluster_4
ENSG00000279148	NA
BLTP3B	NA
ENSG00000280088	NA
ENSG00000290576	NA
ACTR6	NA
DEPDC4	NA
SCYL2	NA
SLC17A8	cluster_11
GAS2L3	cluster_15
ANO4	NA
UTP20	NA
ARL1	NA
CHPT1	NA
SYCP3	NA
GNPTAB	NA
ENSG00000293094	NA
ENSG00000297173	NA
DRAM1	NA
WASHC3	NA
NUP37	NA
PARPBP	NA
PMCH	NA
HELLPAR	NA
IGF1	cluster_11
ASCL1	cluster_4
ENSG00000257681	NA
NT5DC3	NA
ENSG00000293399	NA
HSP90B1	NA
UQCC6	NA
TDG	NA
ENSG00000288744	NA
GLT8D2	NA
HCFC2	NA
NFYB	cluster_19
ENSG00000298015	NA
TXNRD1	NA
ENSG00000257732	NA
EID3	NA
ENSG00000298817	NA
CHST11	NA
SLC41A2	NA
ENSG00000286410	NA
NOPCHAP1	NA
ALDH1L2	NA
WASHC4	NA
APPL2	NA
C12orf75	cluster_15
C12orf75-AS1	NA
ENSG00000309761	NA
CASC18	NA
ENSG00000257890	NA
NUAK1	cluster_11
CKAP4	NA
ENSG00000258355	NA
ENSG00000277715	NA
TCP11L2	NA
ENSG00000290003	NA
ENSG00000297327	NA
POLR3B	NA
ENSG00000257545	NA
RIC8B	NA
ENSG00000287957	NA
TMEM263-DT	NA
TMEM263	NA
MTERF2	NA
CRY1	NA
ABTB3	NA
PWP1	NA
PRDM4	NA
CMKLR1	NA
FICD	NA
SART3	NA
ISCU	NA
TMEM119	cluster_19
SELPLG	cluster_8
ENSG00000257221	NA
CORO1C	cluster_8
ENSG00000301883	NA
SSH1	NA
ENSG00000298591	NA
ENSG00000274598	NA
USP30	NA
USP30-AS1	NA
ALKBH2	NA
UNG	NA
ENSG00000256139	cluster_11
ACACB	cluster_13
MYO1H	cluster_4
ENSG00000255655	NA
KCTD10	NA
UBE3B	NA
MMAB	cluster_5
MVK	cluster_8
FAM222A	NA
ENSG00000293917	NA
TRPV4	NA
GLTP	NA
TCHP	NA
GIT2	NA
ENSG00000277299	NA
ENSG00000280426	NA
ANKRD13A	cluster_15
C12orf76	NA
ENSG00000277595	NA
ENSG00000290863	NA
IFT81	NA
ENSG00000289311	NA
ATP2A2	NA
ENSG00000304574	NA
ANAPC7	NA
ENSG00000258210	NA
ARPC3	NA
ENSG00000300534	NA
GPN3	NA
FAM216A	NA
VPS29	NA
ENSG00000278993	cluster_8
RAD9B	NA
PPTC7	NA
TCTN1	NA
HVCN1	cluster_13
PPP1CC	NA
PHETA1	NA
LINC02356	NA
SH2B3	NA
ATXN2	NA
ATXN2-AS	NA
BRAP	NA
ACAD10	NA
ENSG00000257767	NA
ALDH2	NA
MAPKAPK5-AS1	NA
MAPKAPK5	NA
ENSG00000292259	NA
TMEM116	NA
ERP29	NA
ENSG00000274227	NA
NAA25	NA
TRAFD1	NA
HECTD4	NA
RPL6	NA
ENSG00000305485	NA
PTPN11	NA
OAS1	NA
OAS3	cluster_15
OAS2	NA
DTX1	NA
CFAP73	NA
DDX54	NA
RITA1	NA
IQCD	NA
TPCN1	NA
ENSG00000277566	NA
SLC8B1	NA
PLBD2	NA
ENSG00000288863	NA
SDSL	NA
LHX5-AS1	NA
RBM19	NA
ENSG00000287229	NA
TBX5	NA
ENSG00000297256	NA
TBX5-AS1	NA
TBX3	NA
TBX3-AS1	NA
ENSG00000309206	NA
ENSG00000300895	NA
ENSG00000276972	NA
MED13L	NA
LINC00173	NA
MAP1LC3B2	NA
SPRING1	NA
RNFT2	NA
ENSG00000290033	NA
HRK	NA
FBXW8	NA
ENSG00000277840	NA
ENSG00000301158	NA
FBXO21	NA
NOS1	cluster_4
RFC5	NA
ENSG00000277873	NA
WSB2	NA
ENSG00000274859	NA
VSIG10	NA
PEBP1	NA
TAOK3	NA
ENSG00000293801	NA
ENSG00000270482	NA
SUDS3	NA
ENSG00000275759	NA
ENSG00000275409	NA
SRRM4	NA
HSPB8	NA
ENSG00000248636	NA
PRKAB1	NA
CIT	cluster_15
BICDL1	cluster_4
RAB35	NA
RAB35-AS1	NA
GCN1	NA
RPLP0	NA
PXN-AS1	NA
PXN	NA
ENSG00000286067	NA
SIRT4	NA
PLA2G1B	NA
MSI1	NA
COX6A1	NA
ENSG00000111780	NA
TRIAP1	NA
GATC	NA
SRSF9	NA
DYNLL1	NA
NRAV	NA
ENSG00000278344	NA
COQ5	NA
RNF10	NA
ENSG00000288623	NA
ENSG00000289401	NA
POP5	NA
CABP1	NA
MLEC	NA
UNC119B	NA
ACADS	NA
ENSG00000255946	NA
SPPL3	NA
C12orf43	NA
OASL	NA
P2RX7	cluster_19
ENSG00000274029	NA
P2RX4	NA
CAMKK2	NA
ANAPC5	NA
RNF34	NA
KDM2B	NA
KDM2B-DT	NA
ORAI1	NA
MORN3	cluster_13
TMEM120B	NA
RHOF	NA
LINC01089	cluster_11
ENSG00000274292	NA
SETD1B	NA
ENSG00000308024	NA
HPD	cluster_8
PSMD9	NA
ENSG00000256950	NA
CFAP251	NA
ENSG00000255856	NA
BCL7A	NA
LINC02985	NA
MLXIP	NA
LRRC43	NA
B3GNT4	NA
ENSG00000284934	NA
DIABLO	NA
ENSG00000256861	NA
VPS33A	NA
CLIP1	NA
ENSG00000289831	NA
ZCCHC8	NA
RSRC2	NA
KNTC1	cluster_15
ENSG00000256249	NA
DENR	NA
CCDC62	NA
HIP1R	NA
VPS37B	NA
ENSG00000256152	NA
ENSG00000280138	NA
ABCB9	NA
OGFOD2	NA
ENSG00000256028	NA
ARL6IP4	NA
PITPNM2	NA
ENSG00000280381	NA
MPHOSPH9	NA
ENSG00000280120	NA
MTRFR	NA
CDK2AP1	NA
SBNO1	NA
SBNO1-AS1	NA
KMT5A	NA
RILPL2	NA
SNRNP35	NA
RILPL1	NA
ENSG00000278112	NA
TMED2-DT	NA
TMED2	NA
DDX55	NA
EIF2B1	NA
GTF2H3	NA
ENSG00000279953	NA
ENSG00000278861	NA
TCTN2	NA
ATP6V0A2	NA
DNAH10	cluster_8
CCDC92	NA
DNAH10OS	cluster_13
ENSG00000270130	NA
ENSG00000270048	NA
ENSG00000269997	NA
ENSG00000269938	NA
ENSG00000270061	NA
ENSG00000270095	NA
ZNF664	NA
ENSG00000274874	NA
RFLNA	NA
ENSG00000275389	NA
NCOR2	NA
ENSG00000303311	NA
ENSG00000279527	NA
SCARB1	cluster_8
ENSG00000287242	NA
UBC	NA
ENSG00000293207	NA
DHX37	NA
BRI3BP	cluster_8
AACS	NA
ENSG00000279233	NA
TMEM132B	cluster_4
LINC02405	NA
ENSG00000286791	NA
ENSG00000286922	NA
SLC15A4	NA
ENSG00000279500	NA
GLT1D1	NA
TMEM132D	NA
FZD10	NA
RIMBP2	NA
STX2	NA
ENSG00000256299	NA
RAN	NA
ENSG00000295116	NA
ADGRD1	cluster_8
SFSWAP	NA
ENSG00000295910	NA
MMP17	NA
ENSG00000256955	NA
ULK1	NA
ENSG00000279283	NA
PUS1-AS1	NA
PUS1	NA
ENSG00000273568	NA
EP400	NA
ENSG00000291171	NA
DDX51	NA
NOC4L	NA
ENSG00000256312	NA
LINC02361	NA
GALNT9	cluster_4
GALNT9-AS1	NA
ENSG00000278872	cluster_8
FBRSL1	NA
ENSG00000280287	NA
ENSG00000279700	NA
LRCOL1	NA
ENSG00000280311	NA
POLE	NA
PXMP2	NA
ENSG00000256632	NA
ENSG00000303936	NA
PGAM5	NA
ANKLE2	NA
ENSG00000294498	NA
GOLGA3	NA
CHFR	NA
ENSG00000278949	NA
CHFR-DT	NA
ENSG00000250790	NA
ZNF605	NA
ENSG00000289516	NA
ZNF26	NA
ZNF84	NA
ZNF140	NA
ZNF891	NA
ZNF10	NA
ENSG00000256825	NA
ZNF268	NA
ENSG00000296204	NA
ENSG00000298094	NA
TPTE2	NA
ENSG00000295196	NA
MPHOSPH8	NA
PSPC1-AS2	NA
PSPC1	NA
ZMYM5	NA
ENSG00000275964	NA
ZMYM2	NA
ENSG00000279951	NA
GJA3	NA
GJB2	NA
CRYL1	NA
ENSG00000277020	NA
IFT88	NA
ENSG00000278291	NA
IL17D	NA
ENSG00000279135	NA
EEF1AKMT1	NA
ENSG00000306703	NA
XPO4	NA
LATS2	NA
SAP18	NA
SKA3	cluster_15
MRPL57	NA
ENSG00000293265	NA
ENSG00000290911	NA
ENSG00000291046	NA
LINC00539	NA
ZDHHC20	NA
ENSG00000289814	NA
MICU2	NA
ENSG00000289860	NA
FGF9	NA
ENSG00000303388	NA
LINC00540	NA
ENSG00000262198	NA
SGCG	NA
SACS	cluster_19
LINC00327	NA
ENSG00000289688	NA
TNFRSF19	cluster_19
ENSG00000309374	NA
ENSG00000289332	cluster_13
MIPEP	cluster_19
PCOTH	cluster_19
C1QTNF9B	NA
ENSG00000273167	NA
ENSG00000294408	NA
C1QTNF9	NA
PARP4	NA
ENSG00000288103	NA
ENSG00000243008	NA
RNF17	NA
CENPJ	NA
ENSG00000299646	NA
ENSG00000291041	NA
PABPC3	NA
ENSG00000289006	NA
MTMR6	NA
NUP58	NA
ATP8A2	cluster_4
SHISA2	cluster_4
RNF6	NA
ENSG00000277368	NA
CDK8	NA
WASF3	NA
ENSG00000309395	NA
USP12	NA
USP12-AS1	NA
LINC00412	NA
RPL21	NA
RASL11A	cluster_13
GTF3A	NA
MTIF3	NA
ENSG00000289827	NA
LNX2	NA
POLR1D	NA
FLT3	NA
PAN3-AS1	NA
PAN3	NA
FLT1	NA
ENSG00000289569	NA
POMP	NA
SLC46A3	cluster_11
ENSG00000293906	cluster_11
MTUS2	cluster_4
SLC7A1	NA
UBL3	NA
LINC00384	NA
KATNAL1	NA
ENSG00000309792	NA
ENSG00000279149	NA
LINC01058	NA
UBE2L5	NA
HMGB1	NA
ENSG00000306573	NA
USPL1	cluster_13
ALOX5AP	NA
LINC00398	NA
TEX26-AS1	NA
MEDAG	cluster_4
TEX26	NA
HSPH1	NA
ENSG00000295391	cluster_4
ENSG00000295423	cluster_11
B3GLCT	NA
ENSG00000289381	NA
FRY	cluster_13
FRY-AS1	NA
BRCA2	cluster_15
N4BP2L1	NA
ENSG00000270008	NA
N4BP2L2	NA
N4BP2L2-IT2	cluster_11
PDS5B	NA
ENSG00000277151	cluster_13
KL	cluster_4
STARD13	NA
STARD13-IT1	NA
STARD13-AS	NA
ENSG00000230490	NA
ENSG00000295685	NA
RFC3	cluster_15
ENSG00000276672	NA
NBEA	NA
MAB21L1	NA
DCLK1	cluster_4
SOHLH2	NA
CCDC169-SOHLH2	NA
CCDC169	NA
SPART	NA
SPART-AS1	NA
CCNA1	NA
RFXAP	NA
SMAD9	NA
SMAD9-IT1	NA
ALG5	NA
EXOSC8	NA
SUPT20H	NA
ENSG00000307674	NA
ENSG00000307651	NA
LINC00547	NA
POSTN	cluster_13
ENSG00000297050	NA
TRPC4	cluster_5
ENSG00000287477	NA
LINC00571	cluster_8
UFM1	NA
ENSG00000279025	NA
FREM2	cluster_4
PROSER1	NA
NHLRC3	NA
ENSG00000273507	NA
LHFPL6	NA
COG6	NA
ENSG00000298428	NA
ENSG00000288542	NA
FOXO1	cluster_11
ENSG00000309452	NA
MRPS31	NA
SLC25A15	NA
SUGT1P3	NA
ELF1	NA
WBP4	NA
KBTBD6	NA
KBTBD6-DT	NA
KBTBD7	NA
MTRF1	NA
ENSG00000277662	NA
NAA16	NA
ENSG00000294583	NA
RGCC	cluster_13
VWA8	NA
DGKH	NA
ENSG00000231530	NA
AKAP11	NA
EPSTI1	NA
DNAJC15	NA
ENSG00000298172	NA
ENOX1	NA
ENSG00000287029	NA
CCDC122	NA
ENSG00000274001	NA
LACC1	NA
ENSG00000281883	NA
NRAD1	NA
LINC00390	NA
SMIM2-AS1	NA
ENSG00000277831	NA
SERP2	NA
TUSC8	NA
TSC22D1	NA
TSC22D1-AS1	NA
NUFIP1	NA
ENSG00000223732	NA
GPALPP1	NA
GTF2F2	NA
KCTD4	cluster_8
ENSG00000273149	NA
TPT1	cluster_19
TPT1-AS1	NA
SLC25A30	NA
SLC25A30-AS1	NA
COG3	NA
ZC3H13	NA
CPB2-AS1	NA
LCP1	NA
RUBCNL	NA
LINC01198	NA
LRCH1	NA
ESD	NA
SUCLA2	NA
LINC00562	NA
NUDT15	NA
ENSG00000276968	NA
MED4	NA
ITM2B	NA
RB1-DT	NA
RB1	NA
LPAR6	cluster_13
RCBTB2	NA
ENSG00000275202	NA
FNDC3A	NA
ENSG00000288743	NA
CDADC1	NA
CAB39L	NA
SETDB2	NA
PHF11	NA
RCBTB1	NA
ENSG00000306783	NA
EBPL	NA
KPNA3	NA
SPRYD7	NA
DLEU2	NA
TRIM13	NA
KCNRG	NA
DLEU1	NA
ENSG00000295871	NA
ENSG00000274270	NA
ENSG00000286191	NA
DLEU7	NA
RNASEH2B	NA
FAM124A	NA
INTS6	NA
INTS6-AS1	NA
WDFY2	NA
ENSG00000285444	NA
DHRS12	NA
ENSG00000231856	NA
ATP7B	NA
ALG11	NA
UTP14C	NA
NEK5	cluster_4
NEK3	NA
MRPS31P5	NA
ENSG00000217576	NA
THSD1	NA
ENSG00000302607	NA
VPS36	NA
CKAP2-DT	NA
CKAP2	NA
LINC00345	NA
ENSG00000291255	NA
ENSG00000273784	NA
HNRNPA1L2	NA
SUGT1-DT	NA
SUGT1	NA
PCDH8	NA
PCDH17	cluster_4
ENSG00000294976	NA
DIAPH3	NA
TDRD3	NA
PCDH20	NA
ENSG00000197991	NA
PCDH9	cluster_8
ENSG00000285588	cluster_8
KLHL1	NA
DACH1	cluster_11
MZT1	NA
BORA	cluster_15
DIS3	NA
PIBF1	NA
KLF5	cluster_13
KLF12	NA
LINC00402	cluster_8
TBC1D4	NA
COMMD6	NA
UCHL3	NA
ENSG00000261553	NA
LMO7-AS1	NA
LMO7	NA
ENSG00000228444	NA
LMO7DN	cluster_8
KCTD12	NA
ENSG00000297226	NA
ENSG00000278727	NA
CLN5	NA
ENSG00000283208	NA
FBXL3	NA
MYCBP2-AS1	NA
MYCBP2	NA
MYCBP2-AS2	NA
SLAIN1	NA
EDNRB-AS1	NA
EDNRB	cluster_13
OBI1	NA
RBM26	NA
RBM26-AS1	NA
NDFIP2	NA
LINC01068	NA
ENSG00000285684	NA
SPRY2	NA
ENSG00000306839	NA
ENSG00000306878	NA
ENSG00000293057	cluster_19
ENSG00000303705	NA
ENSG00000288016	NA
SLITRK6	cluster_13
MIR4500HG	NA
SLITRK5	cluster_11
MIR17HG	NA
GPC5	cluster_8
ENSG00000302693	NA
ENSG00000278177	cluster_19
GPC6	cluster_19
DCT	NA
TGDS	NA
GPR180	NA
SOX21-AS1	NA
SOX21	NA
ABCC4	NA
ENSG00000297451	NA
DZIP1	NA
DNAJC3-DT	cluster_8
DNAJC3	NA
ENSG00000276809	NA
UGGT2	NA
HS6ST3	cluster_4
MBNL2	NA
ENSG00000286416	NA
RAP2A	NA
IPO5	NA
ENSG00000293659	NA
FARP1	NA
FARP1-AS1	NA
STK24	NA
STK24-AS1	NA
DOCK9	NA
UBAC2-AS1	NA
UBAC2	NA
TM9SF2	NA
LINC01232	NA
CLYBL	NA
ZIC2	NA
PCCA-DT	NA
PCCA	NA
GGACT	NA
ENSG00000224356	NA
ENSG00000280169	cluster_11
TMTC4	cluster_19
ENSG00000289594	NA
NALCN-AS1	NA
NALCN	cluster_4
ITGBL1	NA
FGF14	cluster_4
ENSG00000276012	NA
FGF14-AS2	NA
ENSG00000276957	NA
TPP2	NA
CCDC168	NA
TEX30	NA
POGLUT2	NA
BIVM-ERCC5	NA
BIVM	NA
ENSG00000305730	NA
ERCC5	NA
METTL21EP	NA
ENSG00000272542	NA
LINC00460	NA
EFNB2	NA
ENSG00000284966	NA
ENSG00000274204	NA
ARGLU1	NA
ARGLU1-DT	NA
NALF1	NA
ENSG00000276740	NA
NALF1-IT1	NA
ENSG00000286343	NA
ENSG00000274718	cluster_8
LIG4	NA
ABHD13	NA
TNFSF13B	NA
MYO16	cluster_4
LINC00370	NA
ENSG00000289901	NA
ENSG00000308820	NA
IRS2	NA
ENSG00000300524	NA
ENSG00000275741	NA
ENSG00000275248	NA
ENSG00000301029	NA
LINC03032	NA
ENSG00000287575	NA
COL4A1	NA
ENSG00000279237	NA
COL4A2	NA
ENSG00000289010	NA
COL4A2-AS1	NA
RAB20	cluster_13
NAXD-AS1	NA
NAXD	NA
CARS2	NA
ING1	NA
PRECSIT	NA
ANKRD10	NA
ANKRD10-IT1	NA
ENSG00000301617	NA
ENSG00000277767	NA
ARHGEF7-AS2	NA
ARHGEF7	NA
TEX29	cluster_13
ENSG00000295796	NA
TUBGCP3	NA
ENSG00000277159	NA
ENSG00000274922	NA
ATP11A	NA
MCF2L	cluster_4
F7	NA
F10	NA
ENSG00000297191	NA
ENSG00000283828	NA
ENSG00000269125	NA
PCID2	NA
CUL4A	NA
LAMP1	NA
GRTP1	cluster_13
GRTP1-AS1	cluster_11
ADPRHL1	NA
DCUN1D2	NA
TMCO3	NA
ENSG00000276916	NA
ENSG00000276248	NA
TFDP1	NA
GRK1	NA
TMEM255B	cluster_8
GAS6-AS1	NA
ENSG00000300334	cluster_5
GAS6	NA
GAS6-DT	NA
ENSG00000237699	NA
LINC00454	NA
ENSG00000274766	cluster_4
ENSG00000293677	cluster_8
LINC00452	cluster_8
SWINGN	NA
C13orf46	NA
RASA3	NA
ENSG00000304722	NA
ENSG00000304700	NA
ENSG00000304656	NA
RASA3-IT1	NA
ENSG00000304746	cluster_5
ENSG00000304678	NA
CFAP97D2	NA
CDC16	NA
UPF3A	NA
CHAMP1	NA
DUXAP9	cluster_4
DUXAP10	cluster_4
TTC5	NA
ENSG00000258768	NA
CCNB1IP1	cluster_19
ENSG00000297673	cluster_13
ENSG00000259001	cluster_13
RPPH1	cluster_13
PARP2	NA
TEP1	NA
OSGEP	NA
APEX1	NA
PIP4P1	NA
PNP	cluster_8
ENSG00000297012	cluster_11
ANG	cluster_13
RNASE4	cluster_13
ENSG00000259171	cluster_13
ENSG00000259130	NA
METTL17	NA
NDRG2	cluster_13
ARHGEF40	NA
ZNF219	NA
TMEM253	NA
LINC00641	NA
HNRNPC	NA
RPGRIP1	NA
SUPT16H	NA
ENSG00000260830	NA
CHD8	NA
RAB2B	NA
TOX4	NA
METTL3	NA
SALL2	cluster_19
TRAC	NA
DAD1	NA
ENSG00000275552	NA
ABHD4	NA
OXA1L-DT	NA
OXA1L	NA
SLC7A7	cluster_13
MRPL52	NA
MMP14	NA
LRP10	NA
REM2	cluster_11
RBM23	NA
PRMT5-AS1	NA
PRMT5	NA
PRMT5-DT	NA
HAUS4	cluster_13
ENSG00000259132	NA
AJUBA	NA
AJUBA-DT	NA
C14orf93	cluster_13
ENSG00000280129	NA
PSMB5	NA
ENSG00000279656	NA
CDH24	NA
ENSG00000288795	NA
ACIN1	NA
C14orf119	NA
CIROP	NA
SLC7A8	NA
ENSG00000289968	NA
HOMEZ	NA
PPP1R3E	NA
BCL2L2	NA
BCL2L2-PABPN1	NA
ENSG00000300135	NA
PABPN1	NA
SLC22A17	NA
EFS	NA
NGDN	NA
ZFHX2-AS1	NA
ZFHX2	NA
ENSG00000273618	NA
THTPA	NA
AP1G2	NA
AP1G2-AS1	NA
DHRS2	cluster_4
DHRS4-AS1	NA
DHRS4	NA
DHRS4L2	NA
CARMIL3	NA
NRL	NA
PCK2	NA
DCAF11	NA
ENSG00000259371	NA
FITM1	NA
PSME1	NA
EMC9	NA
ENSG00000259321	NA
PSME2	NA
RNF31	NA
ENSG00000259529	NA
IRF9	NA
REC8	NA
IPO4	cluster_8
ENSG00000259522	NA
ENSG00000287765	NA
TM9SF1	NA
ENSG00000254692	NA
ENSG00000288820	NA
ENSG00000276698	NA
ENSG00000278784	NA
TSSK4	NA
CHMP4A	NA
ENSG00000260669	NA
MDP1	NA
NEDD8-MDP1	NA
NEDD8	NA
GMPR2	NA
TINF2	NA
ENSG00000289979	NA
TGM1	NA
RABGGTA	NA
ENSG00000288044	NA
DHRS1	NA
NOP9	NA
CIDEB	NA
LTB4R2	NA
LTB4R	NA
ADCY4	NA
RIPK3	NA
NFATC4	cluster_13
NYNRIN	NA
CBLN3	NA
KHNYN	NA
SDR39U1	NA
ENSG00000258744	NA
STXBP6	NA
NOVA1	cluster_13
ENSG00000262119	NA
ENSG00000293235	NA
FOXG1	NA
ENSG00000257522	NA
PRKD1	NA
ENSG00000287142	NA
G2E3	NA
SCFD1	NA
COCH	NA
ENSG00000258525	NA
STRN3	NA
AP4S1	NA
HECTD1	NA
HEATR5A	NA
ENSG00000203546	NA
HEATR5A-DT	NA
DTD2	NA
NUBPL	NA
ARHGAP5-AS1	cluster_4
ARHGAP5	NA
AKAP6	cluster_4
NPAS3	NA
EGLN3	cluster_4
SPTSSA	NA
EAPP	NA
ENSG00000303346	NA
ENSG00000279423	NA
SNX6	NA
ENSG00000305710	NA
CFL2	cluster_5
BAZ1A	NA
BAZ1A-AS1	NA
ENSG00000293497	NA
SRP54	NA
FAM177A1	NA
ENSG00000301903	NA
PPP2R3C	NA
ENSG00000279434	NA
PRORP	NA
ENSG00000258790	NA
PSMA6	NA
ENSG00000306097	NA
ENSG00000295095	NA
NFKBIA	NA
ENSG00000310289	NA
INSM2	NA
RALGAPA1	NA
ENSG00000258938	NA
BRMS1L	NA
LINC00609	NA
MBIP	NA
SLC25A21	NA
SLC25A21-AS1	NA
MIPOL1	NA
FOXA1	NA
TTC6	NA
ENSG00000258696	NA
ENSG00000259048	NA
ENSG00000295295	cluster_8
SSTR1	cluster_8
CLEC14A	NA
ENSG00000259072	NA
LINC00639	NA
ENSG00000307769	cluster_13
SEC23A	NA
SEC23A-AS1	NA
GEMIN2	NA
TRAPPC6B	NA
PNN-AS1	NA
PNN	NA
MIA2	NA
MIA2-AS1	NA
FBXO33	NA
ENSG00000258526	NA
LINC02315	NA
LRFN5-DT	cluster_13
ENSG00000289436	NA
LRFN5	cluster_13
RRAGAP1-AS1	NA
C14orf28	NA
KLHL28	NA
TOGARAM1	NA
PRPF39	NA
FKBP3	NA
FANCM	NA
MIS18BP1	cluster_19
MDGA2	NA
ENSG00000303133	NA
RPS29	NA
LRR1	NA
RPL36AL	NA
ENSG00000258377	NA
MGAT2	NA
DNAAF2	NA
ENSG00000258450	NA
POLE2	cluster_15
KLHDC1	NA
KLHDC2	NA
NEMF	NA
ENSG00000282885	NA
ENSG00000278002	NA
ARF6	NA
LINC01588	NA
ENSG00000300197	NA
ENSG00000300168	cluster_8
VCPKMT	NA
SOS2	NA
L2HGDH	NA
DMAC2L	NA
CDKL1	NA
ENSG00000259071	NA
MAP4K5	NA
ATL1	NA
SAV1	NA
ENSG00000269906	NA
NIN	NA
ENSG00000270062	NA
ENSG00000288855	NA
PYGL	NA
ABHD12B	NA
ENSG00000294759	NA
ENSG00000258711	NA
TRIM9	cluster_4
TMX1	NA
LINC00519	cluster_8
LINC00640	NA
FRMD6-AS2	NA
FRMD6	NA
ENSG00000258535	cluster_4
GNG2	cluster_19
RTRAF	NA
NID2	NA
ENSG00000289424	cluster_15
PTGER2	cluster_15
TXNDC16	NA
GPR137C	NA
ERO1A	NA
PSMC6	NA
STYX	NA
GNPNAT1	NA
ENSG00000259049	NA
ENSG00000285664	cluster_4
FERMT2	NA
ENSG00000288045	NA
DDHD1	cluster_13
DDHD1-DT	cluster_13
ENSG00000295341	NA
LINC02331	NA
ENSG00000295303	cluster_13
BMP4	cluster_13
ENSG00000287156	NA
ENSG00000300202	NA
CDKN3	cluster_15
CNIH1	NA
GMFB	NA
CGRRF1	NA
SAMD4A	NA
ENSG00000307190	NA
GCH1	NA
WDHD1	NA
SOCS4	NA
ENSG00000307927	NA
MAPK1IP1L	NA
ENSG00000289523	NA
LGALS3	NA
DLGAP5	cluster_15
ENSG00000293989	NA
FBXO34	NA
ATG14	NA
KTN1-AS1	NA
KTN1	NA
ENSG00000258784	NA
RPL13AP3	NA
LINC00520	NA
ENSG00000259868	NA
ENSG00000295346	NA
ENSG00000277763	NA
PELI2	cluster_19
ENSG00000275569	NA
LINC02284	NA
TMEM260	NA
EXOC5	NA
AP5M1	NA
ENSG00000286355	NA
NAA30	NA
ENSG00000259969	NA
ARMH4	NA
ACTR10	NA
ENSG00000302546	NA
PSMA3	NA
ENSG00000258682	NA
PSMA3-AS1	NA
ENSG00000302510	NA
ARID4A	NA
TOMM20L	NA
TIMM9	NA
KIAA0586	NA
DACT1	cluster_13
LINC01500	cluster_13
ENSG00000301202	NA
DAAM1	NA
GPR135	NA
L3HYPDH	NA
ENSG00000258782	NA
JKAMP	NA
RTN1	cluster_4
PCNX4-DT	NA
LRRC9	NA
PCNX4	NA
DHRS7	NA
ENSG00000254718	NA
PPM1A	NA
C14orf39	NA
ENSG00000307639	NA
SIX1	NA
SIX4	NA
MNAT1	NA
ENSG00000258892	NA
TRMT5	NA
SLC38A6	NA
PRKCH	NA
TMEM30B	NA
ENSG00000258989	NA
ENSG00000258926	NA
LINC01303	NA
LINC03033	NA
HIF1A-AS3	NA
HIF1A	NA
ENSG00000288928	NA
ENSG00000258964	NA
SNAPC1	NA
ENSG00000279633	NA
SYT16	cluster_8
ENSG00000289503	NA
ENSG00000293464	NA
ENSG00000288802	NA
KCNH5	cluster_4
RHOJ	NA
PPP2R5E	NA
ENSG00000261242	NA
WDR89	NA
ENSG00000274015	NA
SGPP1	NA
SYNE2	cluster_19
ESR2	NA
ENSG00000214770	NA
ENSG00000293482	NA
ENSG00000284664	NA
MTHFD1	cluster_5
ENSG00000258824	NA
ENSG00000272909	NA
ZBTB25	NA
AKAP5	NA
ZBTB1	NA
HSPA2	NA
PPP1R36	NA
PLEKHG3	cluster_13
SPTB	cluster_4
CHURC1	NA
CHURC1-FNTB	NA
GPX2	NA
RAB15	NA
FNTB	NA
ENSG00000272158	NA
MAX	NA
LINC02324	NA
FUT8	NA
FUT8-AS1	NA
ENSG00000258561	NA
GPHN	NA
GARIN2	NA
PALS1	NA
ATP6V1D	NA
EIF2S1	NA
PLEK2	cluster_8
TMEM229B	cluster_4
PLEKHH1	cluster_4
PIGH	NA
ARG2	cluster_8
ENSG00000286861	NA
VTI1B	NA
ENSG00000258466	NA
RDH11	NA
RDH12	NA
ZFYVE26	NA
RAD51B	NA
ENSG00000287385	NA
ZFP36L1	NA
ENSG00000289626	cluster_11
ENSG00000301622	NA
ACTN1	NA
ACTN1-DT	NA
DCAF5	NA
GALNT16-AS1	NA
EXD2	NA
GALNT16	NA
ENSG00000280073	NA
ERH	NA
SLC39A9	NA
PLEKHD1	NA
